id,judul,judul_asli,sinopsis,tagline,genre,genre_ids,sutradara,pemain,produksi,negara,rating,jumlah_vote,popularitas,tanggal_rilis,tahun,bahasa_asli,teks_dokumen,jumlah_kata_dokumen,jumlah_kata_sinopsis
460458,Resident Evil: Welcome to Raccoon City,Resident Evil: Welcome to Raccoon City,"Dulunya merupakan rumah bagi raksasa farmasi Umbrella Corporation, Raccoon City kini menjadi kota di Midwestern yang sedang sekarat. Eksodus perusahaan ini membuat kota ini menjadi gurun…dengan kejahatan besar yang muncul di bawah permukaan. Ketika kejahatan itu dilepaskan, penduduk kota selamanya…berubah…dan sekelompok kecil orang yang selamat harus bekerja sama untuk mengungkap kebenaran di balik Umbrella dan berhasil melewati malam.",,"Aksi, Kengerian, Cerita Fiksi","[28, 27, 878]",Johannes Roberts,"Kaya Scodelario, Hannah John-Kamen, Robbie Amell, Tom Hopper, Avan Jogia","Constantin Film, Screen Gems, Davis Raccoon Films","Germany, United States of America",5.936,2687,9.0931,2021-11-24,2021,en,"Judul film Resident Evil: Welcome to Raccoon City. Genre film ini adalah Aksi, Kengerian, Cerita Fiksi. Dulunya merupakan rumah bagi raksasa farmasi Umbrella Corporation, Raccoon City kini menjadi kota di Midwestern yang sedang sekarat. Eksodus perusahaan ini membuat kota ini menjadi gurun…dengan kejahatan besar yang muncul di bawah permukaan. Ketika kejahatan itu dilepaskan, penduduk kota selamanya…berubah…dan sekelompok kecil orang yang selamat harus bekerja sama untuk mengungkap kebenaran di balik Umbrella dan berhasil melewati malam. Disutradarai oleh Johannes Roberts. Dibintangi oleh Kaya Scodelario, Hannah John-Kamen, Robbie Amell, Tom Hopper, Avan Jogia. Diproduksi oleh Constantin Film, Screen Gems, Davis Raccoon Films. Negara produksi: Germany, United States of America.",106,58
290859,Terminator: Dark Fate,Terminator: Dark Fate,"Latar waktu Dark Fate diambil 2 dekade setelah Sarah Connor mencegah Judment Day, mengubah masa depan, dan menulis ulang nasib umat manusia. Dani Ramos (Natalia Reyes) menjalani kehidupan sederhana di Meksiko bersama saudara lelakinya (Diego Boneta) dan ayahnya. Hidup Dani berjalan baik hingga datang seorang Terminator seri Rev-9 (Gabriel Luna) yang sangat canggih dan datang dari masa depan untuk membunuhnya. Kelangsungan hidup Dani bergantung pada kekuatannya bersama Grace (Mackenzie Davis), Grace, seorang manusia super yang juga dikirim dari masa depan dan seorang Sarah Connor (Linda Hamilton). Keduanya membantu Dani melawan Terminator itu. Rev 9 dikirim ke masa lalu untuk menghentikan manusia bangkit dan mengambil alih Skynet. Rev 9 tampak seperti kombinasi dari T-800 dan T-1000, seperti yang terlihat dalam The",,"Cerita Fiksi, Aksi, Petualangan, Cerita Seru","[878, 28, 12, 53]",Tim Miller,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna","20th Century Fox, Skydance Media, Paramount Pictures",United States of America,6.417,5651,9.0706,2019-10-23,2019,en,"Judul film Terminator: Dark Fate. Genre film ini adalah Cerita Fiksi, Aksi, Petualangan, Cerita Seru. Latar waktu Dark Fate diambil 2 dekade setelah Sarah Connor mencegah Judment Day, mengubah masa depan, dan menulis ulang nasib umat manusia. Dani Ramos (Natalia Reyes) menjalani kehidupan sederhana di Meksiko bersama saudara lelakinya (Diego Boneta) dan ayahnya. Hidup Dani berjalan baik hingga datang seorang Terminator seri Rev-9 (Gabriel Luna) yang sangat canggih dan datang dari masa depan untuk membunuhnya. Kelangsungan hidup Dani bergantung pada kekuatannya bersama Grace (Mackenzie Davis), Grace, seorang manusia super yang juga dikirim dari masa depan dan seorang Sarah Connor (Linda Hamilton). Keduanya membantu Dani melawan Terminator itu. Rev 9 dikirim ke masa lalu untuk menghentikan manusia bangkit dan mengambil alih Skynet. Rev 9 tampak seperti kombinasi dari T-800 dan T-1000, seperti yang terlihat dalam The Disutradarai oleh Tim Miller. Dibintangi oleh Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna. Diproduksi oleh 20th Century Fox, Skydance Media, Paramount Pictures. Negara produksi: United States of America.",166,120
1111873,Abigail,Abigail,"Sekelompok penjahat menculik seorang penari balet remaja, putri seorang pemimpin geng terkenal, untuk mendapatkan uang tebusan sebesar $50 juta, tetapi seiring waktu, mereka menemukan bahwa dia bukan hanya seorang gadis biasa. Setelah para penculik mulai berkurang, satu per satu, mereka menemukan, dengan kengerian mereka yang meningkat, bahwa mereka terkunci di dalam dengan seorang gadis yang tidak biasa.",,"Kengerian, Cerita Seru","[27, 53]","Matt Bettinelli-Olpin, Tyler Gillett","Melissa Barrera, Dan Stevens, Alisha Weir, William Catlett, Kathryn Newton","Project X Entertainment, Radio Silence, Universal Pictures",United States of America,6.667,2056,8.9152,2024-04-16,2024,en,"Judul film Abigail. Genre film ini adalah Kengerian, Cerita Seru. Sekelompok penjahat menculik seorang penari balet remaja, putri seorang pemimpin geng terkenal, untuk mendapatkan uang tebusan sebesar $50 juta, tetapi seiring waktu, mereka menemukan bahwa dia bukan hanya seorang gadis biasa. Setelah para penculik mulai berkurang, satu per satu, mereka menemukan, dengan kengerian mereka yang meningkat, bahwa mereka terkunci di dalam dengan seorang gadis yang tidak biasa. Disutradarai oleh Matt Bettinelli-Olpin, Tyler Gillett. Dibintangi oleh Melissa Barrera, Dan Stevens, Alisha Weir, William Catlett, Kathryn Newton. Diproduksi oleh Project X Entertainment, Radio Silence, Universal Pictures. Negara produksi: United States of America.",100,57
302946,The Accountant,The Accountant,"Sejak kecil, Christian Wolff sudah pandai di bidang matematika dengan kepribadiannya yang obsesif. Ahli di angka, namun bermasalah dengan relasi. Saat ini Chris berpura-pura bekerja di kantor kecil sebagai karyawan biasa, padahal ia adalah seorang akuntan lepas yang sedang memalsukan laporan keuangan organisasi kriminal paling berbahaya di dunia. Ketika Divisi Penegak Kejahatan di Departemen Keuangan tertarik menyelidiki aktivitasnya, Chris mencari klien baru untuk menutupi kasusnya. Namun Chris justru diperlihatkan oleh kebenaran-kebenaran yang membawanya ke sejumlah kasus pembunuhan.",Hitung pilihan Anda.,"Kejahatan, Cerita Seru, Drama","[80, 53, 18]",Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal, Jeffrey Tambor","Zero Gravity Management, Electric City Entertainment, RatPac Entertainment",United States of America,7.135,7333,8.5953,2016-10-13,2016,en,"Judul film The Accountant. Genre film ini adalah Kejahatan, Cerita Seru, Drama. Sejak kecil, Christian Wolff sudah pandai di bidang matematika dengan kepribadiannya yang obsesif. Ahli di angka, namun bermasalah dengan relasi. Saat ini Chris berpura-pura bekerja di kantor kecil sebagai karyawan biasa, padahal ia adalah seorang akuntan lepas yang sedang memalsukan laporan keuangan organisasi kriminal paling berbahaya di dunia. Ketika Divisi Penegak Kejahatan di Departemen Keuangan tertarik menyelidiki aktivitasnya, Chris mencari klien baru untuk menutupi kasusnya. Namun Chris justru diperlihatkan oleh kebenaran-kebenaran yang membawanya ke sejumlah kasus pembunuhan. Tagline: Hitung pilihan Anda.. Disutradarai oleh Gavin O'Connor. Dibintangi oleh Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal, Jeffrey Tambor. Diproduksi oleh Zero Gravity Management, Electric City Entertainment, RatPac Entertainment. Negara produksi: United States of America.",125,77
608,Men in Black II,Men in Black II,"Kay dan Jay bersatu kembali untuk memberikan yang terbaik, terakhir dan satu-satunya garis pertahanan melawan penggoda jahat yang memberikan tantangan terberat terhadap pernyataan misi MIB yang tidak ternoda – melindungi Bumi dari sampah alam semesta. Sudah empat tahun sejak agen pencari alien mencegah bencana antargalaksi yang sangat besar. Sekarang saatnya berpacu dengan waktu karena Jay harus meyakinkan Kay – yang tidak hanya sama sekali tidak ingat waktu yang dihabiskannya dengan MIB, tetapi juga satu-satunya orang yang masih hidup yang memiliki keahlian untuk menyelamatkan galaksi – untuk bersatu kembali dengan MIB sebelumnya. bumi tunduk pada kehancuran akhir.",,"Aksi, Komedi, Cerita Fiksi","[28, 35, 878]",Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville","Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Production",United States of America,6.386,10629,8.5647,2002-07-03,2002,en,"Judul film Men in Black II. Genre film ini adalah Aksi, Komedi, Cerita Fiksi. Kay dan Jay bersatu kembali untuk memberikan yang terbaik, terakhir dan satu-satunya garis pertahanan melawan penggoda jahat yang memberikan tantangan terberat terhadap pernyataan misi MIB yang tidak ternoda – melindungi Bumi dari sampah alam semesta. Sudah empat tahun sejak agen pencari alien mencegah bencana antargalaksi yang sangat besar. Sekarang saatnya berpacu dengan waktu karena Jay harus meyakinkan Kay – yang tidak hanya sama sekali tidak ingat waktu yang dihabiskannya dengan MIB, tetapi juga satu-satunya orang yang masih hidup yang memiliki keahlian untuk menyelamatkan galaksi – untuk bersatu kembali dengan MIB sebelumnya. bumi tunduk pada kehancuran akhir. Disutradarai oleh Barry Sonnenfeld. Dibintangi oleh Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville. Diproduksi oleh Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Production. Negara produksi: United States of America.",142,96
278154,Ice Age: Collision Course,Ice Age: Collision Course,"Berlatar setelah kejadian Continental Drift, pengejaran Scrat yang epik terhadap biji pohon ek yang sulit ditemukannya membawanya keluar dari Bumi, di mana ia secara tidak sengaja memicu serangkaian peristiwa kosmik yang mengubah dan mengancam planet ini. Untuk menyelamatkan diri dari bahaya, Manny, Sid, Diego, dan kawanan lainnya meninggalkan rumah mereka dan memulai perjalanan yang penuh dengan sensasi dan tumpahan, suka duka, tawa dan petualangan saat bepergian ke negeri dan lokasi baru yang eksotis.",,"Petualangan, Animasi, Keluarga, Komedi, Cerita Fiksi","[12, 16, 10751, 35, 878]",Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America,6.112,4863,8.5566,2016-06-23,2016,en,"Judul film Ice Age: Collision Course. Genre film ini adalah Petualangan, Animasi, Keluarga, Komedi, Cerita Fiksi. Berlatar setelah kejadian Continental Drift, pengejaran Scrat yang epik terhadap biji pohon ek yang sulit ditemukannya membawanya keluar dari Bumi, di mana ia secara tidak sengaja memicu serangkaian peristiwa kosmik yang mengubah dan mengancam planet ini. Untuk menyelamatkan diri dari bahaya, Manny, Sid, Diego, dan kawanan lainnya meninggalkan rumah mereka dan memulai perjalanan yang penuh dengan sensasi dan tumpahan, suka duka, tawa dan petualangan saat bepergian ke negeri dan lokasi baru yang eksotis. Disutradarai oleh Mike Thurmeier. Dibintangi oleh Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott. Diproduksi oleh Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox. Negara produksi: United States of America.",124,73
339964,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,"Di abad ke 28, Valerian dan Laureline ditugaskan untuk memelihara ketertiban. Dalam penugasan oleh Menteri Pertahanan, mereka berdua menjalankan misi ke Alpha, sebuah kota metropolis dimana sejumlah spesies dari alam semesta hidup berdampingan untuk berbagi pengetahuan dan budaya. Disana mereka menemukan satu kekuatan jahat yang berusaha untuk menghancurkan kedamaian yang telah terbentuk. Akankan mereka berhasil mencegah kekuatan jahat tsb untuk mencapai tujuannya?",,"Petualangan, Cerita Fiksi, Aksi","[12, 878, 28]",Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke","Belga Films, River Road Entertainment, Grive Productions","France, Germany",6.635,7982,8.5529,2017-07-19,2017,en,"Judul film Valerian and the City of a Thousand Planets. Genre film ini adalah Petualangan, Cerita Fiksi, Aksi. Di abad ke 28, Valerian dan Laureline ditugaskan untuk memelihara ketertiban. Dalam penugasan oleh Menteri Pertahanan, mereka berdua menjalankan misi ke Alpha, sebuah kota metropolis dimana sejumlah spesies dari alam semesta hidup berdampingan untuk berbagi pengetahuan dan budaya. Disana mereka menemukan satu kekuatan jahat yang berusaha untuk menghancurkan kedamaian yang telah terbentuk. Akankan mereka berhasil mencegah kekuatan jahat tsb untuk mencapai tujuannya? Disutradarai oleh Luc Besson. Dibintangi oleh Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke. Diproduksi oleh Belga Films, River Road Entertainment, Grive Productions. Negara produksi: France, Germany.",108,62
297761,Suicide Squad,Suicide Squad,"Bercerita tentang ARGUS, sebuah lembaga rahasia pemerintah yang merekrut sejumlah penjahat seperti Deadshot (Will Smith), Harley Quinn (Margot Robbie), Enchantress (Cara Delevingnee), Captain Boomerang (Jay Courtney), Amanda Waller (Viola Davis), El Diablo (Jay Hernandes), dan Rick Flag (Joel Kinnaman) untuk bergabung dalam tim khusus yang dikenal sebagai Task Force X. Kelompok ini diberikan sebuah misi berbahaya sebagai pertukaran grasi sekaligus untuk menyelamatkan dunia dari ancaman yang sangat kuat.",Mencoba percaya pada tim,"Aksi, Petualangan, Fantasi","[28, 12, 14]",David Ayer,"Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis","Warner Bros. Pictures, RatPac Entertainment, DC Films",United States of America,5.917,22069,8.5241,2016-08-03,2016,en,"Judul film Suicide Squad. Genre film ini adalah Aksi, Petualangan, Fantasi. Bercerita tentang ARGUS, sebuah lembaga rahasia pemerintah yang merekrut sejumlah penjahat seperti Deadshot (Will Smith), Harley Quinn (Margot Robbie), Enchantress (Cara Delevingnee), Captain Boomerang (Jay Courtney), Amanda Waller (Viola Davis), El Diablo (Jay Hernandes), dan Rick Flag (Joel Kinnaman) untuk bergabung dalam tim khusus yang dikenal sebagai Task Force X. Kelompok ini diberikan sebuah misi berbahaya sebagai pertukaran grasi sekaligus untuk menyelamatkan dunia dari ancaman yang sangat kuat. Tagline: Mencoba percaya pada tim. Disutradarai oleh David Ayer. Dibintangi oleh Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis. Diproduksi oleh Warner Bros. Pictures, RatPac Entertainment, DC Films. Negara produksi: United States of America.",115,68
63,Twelve Monkeys,Twelve Monkeys,"Pada tahun 2035, terpidana James Cole dengan enggan sukarela dikirim kembali ke masa lalu untuk menemukan asal usul virus mematikan yang memusnahkan hampir semua populasi bumi dan memaksa para penyintas masuk ke komunitas bawah tanah. Tapi ketika Cole keliru dikirim ke 1990 bukannya 1996, dia ditangkap dan dikurung di rumah sakit jiwa. Di sana ia bertemu dengan psikiater Dr. Kathryn Railly, dan pasien Jeffrey Goines, putra seorang ahli virus terkenal, yang mungkin memegang kunci kelompok nakal misterius, Tentara 12 Monyet, yang dianggap bertanggung jawab untuk melepaskan penyakit pembunuh.",Masa depan adalah sejarah.,"Cerita Fiksi, Cerita Seru, Misteri","[878, 53, 9648]",Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt, Christopher Plummer, David Morse","Universal Pictures, Atlas Entertainment, Classico",United States of America,7.606,9095,8.395,1995-12-29,1995,en,"Judul film Twelve Monkeys. Genre film ini adalah Cerita Fiksi, Cerita Seru, Misteri. Pada tahun 2035, terpidana James Cole dengan enggan sukarela dikirim kembali ke masa lalu untuk menemukan asal usul virus mematikan yang memusnahkan hampir semua populasi bumi dan memaksa para penyintas masuk ke komunitas bawah tanah. Tapi ketika Cole keliru dikirim ke 1990 bukannya 1996, dia ditangkap dan dikurung di rumah sakit jiwa. Di sana ia bertemu dengan psikiater Dr. Kathryn Railly, dan pasien Jeffrey Goines, putra seorang ahli virus terkenal, yang mungkin memegang kunci kelompok nakal misterius, Tentara 12 Monyet, yang dianggap bertanggung jawab untuk melepaskan penyakit pembunuh. Tagline: Masa depan adalah sejarah.. Disutradarai oleh Terry Gilliam. Dibintangi oleh Bruce Willis, Madeleine Stowe, Brad Pitt, Christopher Plummer, David Morse. Diproduksi oleh Universal Pictures, Atlas Entertainment, Classico. Negara produksi: United States of America.",135,88
346910,The Predator,The Predator,"Dari bagian terjauh di luar angkasa hingga ke jalan-jalan kecil di sebuah kota kecil, perburuan kembali terjadi dalam kisah Predator terbaru karya sutradara Shane Black. Sekarang, Predator (pemburu paling mematikan di alam semesta) menjadi lebih kuat, lebih pintar dan lebih mematikan daripada sebelumnya, setelah secara genetis menggunakan DNA spesies lain untuk meningkatkan diri mereka.  Ketika seorang anak laki-laki secara tidak sengaja memicu kembalinya mereka ke Bumi, hanya sekelompok mantan tentara sampah masyarakat dan seorang guru sains yang tidak puas yang dapat mencegah akhir dari umat manusia.",,"Cerita Fiksi, Aksi, Cerita Seru","[878, 28, 53]",Shane Black,"Boyd Holbrook, Trevante Rhodes, Sterling K. Brown, Jacob Tremblay, Keegan-Michael Key","Davis Entertainment, TSG Entertainment, 20th Century Fox",United States of America,5.623,5128,8.3465,2018-09-05,2018,en,"Judul film The Predator. Genre film ini adalah Cerita Fiksi, Aksi, Cerita Seru. Dari bagian terjauh di luar angkasa hingga ke jalan-jalan kecil di sebuah kota kecil, perburuan kembali terjadi dalam kisah Predator terbaru karya sutradara Shane Black. Sekarang, Predator (pemburu paling mematikan di alam semesta) menjadi lebih kuat, lebih pintar dan lebih mematikan daripada sebelumnya, setelah secara genetis menggunakan DNA spesies lain untuk meningkatkan diri mereka.  Ketika seorang anak laki-laki secara tidak sengaja memicu kembalinya mereka ke Bumi, hanya sekelompok mantan tentara sampah masyarakat dan seorang guru sains yang tidak puas yang dapat mencegah akhir dari umat manusia. Disutradarai oleh Shane Black. Dibintangi oleh Boyd Holbrook, Trevante Rhodes, Sterling K. Brown, Jacob Tremblay, Keegan-Michael Key. Diproduksi oleh Davis Entertainment, TSG Entertainment, 20th Century Fox. Negara produksi: United States of America.",131,86
5174,Rush Hour 3,Rush Hour 3,"Setelah upaya pembunuhan yang gagal, duo yang tidak cocok ini menemukan diri mereka di Paris, berjuang untuk mendapatkan kembali daftar nama yang berharga, ketika kaki tangan sindikat kejahatan pembunuhan mencoba yang terbaik untuk menghentikan mereka. Sekali lagi, Lee dan Carter harus berjuang melewati gangster berbahaya; Namun, kali ini, masa lalu kembali menghantui Lee. Akankah anak-anak ini menyelesaikan pekerjaannya untuk selamanya?",,"Aksi, Komedi, Kejahatan","[28, 35, 80]",Brett Ratner,"成龍, Chris Tucker, Hiroyuki Sanada, Max von Sydow, Yvan Attal","New Line Cinema, Roger Birnbaum Productions, Arthur Sarkissian Productions","United States of America, Germany",6.495,3707,8.3135,2007-08-08,2007,en,"Judul film Rush Hour 3. Genre film ini adalah Aksi, Komedi, Kejahatan. Setelah upaya pembunuhan yang gagal, duo yang tidak cocok ini menemukan diri mereka di Paris, berjuang untuk mendapatkan kembali daftar nama yang berharga, ketika kaki tangan sindikat kejahatan pembunuhan mencoba yang terbaik untuk menghentikan mereka. Sekali lagi, Lee dan Carter harus berjuang melewati gangster berbahaya; Namun, kali ini, masa lalu kembali menghantui Lee. Akankah anak-anak ini menyelesaikan pekerjaannya untuk selamanya? Disutradarai oleh Brett Ratner. Dibintangi oleh 成龍, Chris Tucker, Hiroyuki Sanada, Max von Sydow, Yvan Attal. Diproduksi oleh New Line Cinema, Roger Birnbaum Productions, Arthur Sarkissian Productions. Negara produksi: United States of America, Germany.",106,60
924,Dawn of the Dead,Dawn of the Dead,"Sarah Polley memimpin sekelompok orang yang selamat di tengah apokalips zombie. Setelah melarikan diri dari gerombolan mayat hidup, kelompok itu berlindung di pusat perbelanjaan. Di sana, mereka menghadapi tidak hanya zombie, tetapi juga ancaman dari manusia lain yang selamat. Bersama dengan Ving Rhames dan Mekhi Phifer, tim tersebut berjuang untuk mengamankan pusat perbelanjaan, menciptakan benteng dalam dunia yang penuh dengan mayat hidup. Ceritanya menyoroti perjuangan mereka setiap hari untuk bertahan hidup dan mencari keamanan di dunia pasca-apokalips yang penuh dengan kekacauan dan bahaya yang konstan.",,"Kengerian, Cerita Fiksi","[27, 878]",Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber, Michael Kelly, Mekhi Phifer","New Amsterdam Entertainment, Strike Entertainment",United States of America,7.061,4479,8.2362,2004-03-19,2004,en,"Judul film Dawn of the Dead. Genre film ini adalah Kengerian, Cerita Fiksi. Sarah Polley memimpin sekelompok orang yang selamat di tengah apokalips zombie. Setelah melarikan diri dari gerombolan mayat hidup, kelompok itu berlindung di pusat perbelanjaan. Di sana, mereka menghadapi tidak hanya zombie, tetapi juga ancaman dari manusia lain yang selamat. Bersama dengan Ving Rhames dan Mekhi Phifer, tim tersebut berjuang untuk mengamankan pusat perbelanjaan, menciptakan benteng dalam dunia yang penuh dengan mayat hidup. Ceritanya menyoroti perjuangan mereka setiap hari untuk bertahan hidup dan mencari keamanan di dunia pasca-apokalips yang penuh dengan kekacauan dan bahaya yang konstan. Disutradarai oleh Zack Snyder. Dibintangi oleh Sarah Polley, Ving Rhames, Jake Weber, Michael Kelly, Mekhi Phifer. Diproduksi oleh New Amsterdam Entertainment, Strike Entertainment. Negara produksi: United States of America.",127,85
640146,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,"Scott Lang dan Hope van Dyne adalah pasangan pahlawan super. Mereka pergi bersama orang tua Hope, Janet van Dyne dan Hank Pym, serta anak perempuan Scott, Cassie Lang, untuk menjelajahi Alam Kuantum. Di sana, mereka bertemu dengan makhluk-makhluk aneh dan memulai petualangan yang tak terduga. Petualangan ini akan menguji batas-batas mereka.",Menjadi saksi awal dari sebuah dinasti baru.,"Aksi, Petualangan, Cerita Fiksi","[28, 12, 878]",Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors","Marvel Studios, Kevin Feige Productions",United States of America,6.226,5817,8.234,2023-02-15,2023,en,"Judul film Ant-Man and the Wasp: Quantumania. Genre film ini adalah Aksi, Petualangan, Cerita Fiksi. Scott Lang dan Hope van Dyne adalah pasangan pahlawan super. Mereka pergi bersama orang tua Hope, Janet van Dyne dan Hank Pym, serta anak perempuan Scott, Cassie Lang, untuk menjelajahi Alam Kuantum. Di sana, mereka bertemu dengan makhluk-makhluk aneh dan memulai petualangan yang tak terduga. Petualangan ini akan menguji batas-batas mereka. Tagline: Menjadi saksi awal dari sebuah dinasti baru.. Disutradarai oleh Peyton Reed. Dibintangi oleh Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors. Diproduksi oleh Marvel Studios, Kevin Feige Productions. Negara produksi: United States of America.",103,51
337339,The Fate of the Furious,The Fate of the Furious,"Bercerita tentang Dom  (Vin Diesel) dan Letty (Michelle Rodriguez) yang sedang menikmati masa bulan madu mereka, sedangkan Brian dan Mia telah pensiun dari permainan lama mereka. Selain itu, seluruh kru juga telah beralih profesi dan menjalani kehidupan normal. Suatu ketika seorang wanita misterius mulai mendekati Dom dan membuatnya kembali ke dunia lamanya. Kejahatan yang sangat gelap dalam kasus ini adalah hal terburuk yang belum pernah dia hadapi.",Perjalanan belum berakhir,"Aksi, Kejahatan, Cerita Seru","[28, 80, 53]",F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson","Original Film, One Race, Universal Pictures",United States of America,6.853,10801,8.2175,2017-04-12,2017,en,"Judul film The Fate of the Furious. Genre film ini adalah Aksi, Kejahatan, Cerita Seru. Bercerita tentang Dom  (Vin Diesel) dan Letty (Michelle Rodriguez) yang sedang menikmati masa bulan madu mereka, sedangkan Brian dan Mia telah pensiun dari permainan lama mereka. Selain itu, seluruh kru juga telah beralih profesi dan menjalani kehidupan normal. Suatu ketika seorang wanita misterius mulai mendekati Dom dan membuatnya kembali ke dunia lamanya. Kejahatan yang sangat gelap dalam kasus ini adalah hal terburuk yang belum pernah dia hadapi. Tagline: Perjalanan belum berakhir. Disutradarai oleh F. Gary Gray. Dibintangi oleh Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson. Diproduksi oleh Original Film, One Race, Universal Pictures. Negara produksi: United States of America.",117,67
41154,Men in Black 3,Men in Black 3,"Agen J dan K kembali...pada waktunya. J telah melihat beberapa hal yang tidak bisa dijelaskan selama 15 tahun bersama Men in Black, tapi tidak ada apa pun, bahkan alien, yang membuatnya bingung selain rekannya yang masam dan pendiam. Namun saat nyawa K dan nasib planet ini dipertaruhkan, Agen J harus melakukan perjalanan kembali ke masa lalu untuk memperbaiki keadaan. J menemukan bahwa ada rahasia di alam semesta yang tidak pernah diberitahukan K kepadanya - rahasia yang akan terungkap saat ia bekerja sama dengan Agen K muda untuk menyelamatkan rekannya, agensi, dan masa depan umat manusia.",,"Aksi, Komedi, Cerita Fiksi","[28, 35, 878]",Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson","Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment","United Arab Emirates, United States of America",6.542,10962,8.1604,2012-05-23,2012,en,"Judul film Men in Black 3. Genre film ini adalah Aksi, Komedi, Cerita Fiksi. Agen J dan K kembali...pada waktunya. J telah melihat beberapa hal yang tidak bisa dijelaskan selama 15 tahun bersama Men in Black, tapi tidak ada apa pun, bahkan alien, yang membuatnya bingung selain rekannya yang masam dan pendiam. Namun saat nyawa K dan nasib planet ini dipertaruhkan, Agen J harus melakukan perjalanan kembali ke masa lalu untuk memperbaiki keadaan. J menemukan bahwa ada rahasia di alam semesta yang tidak pernah diberitahukan K kepadanya - rahasia yang akan terungkap saat ia bekerja sama dengan Agen K muda untuk menyelamatkan rekannya, agensi, dan masa depan umat manusia. Disutradarai oleh Barry Sonnenfeld. Dibintangi oleh Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson. Diproduksi oleh Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment. Negara produksi: United Arab Emirates, United States of America.",144,95
82507,Sinister,Sinister,"Ellison, seorang kriminal novelis mengalami kesulitan menemukan ide untuk buku terbarunya, akhirnya memutuskan untuk membawa keluarganya ke sebuah rumah dimana sebuah keluarga terbunuh di rumah tersebut. Ia menemukan kotak berisi video keluarga lain yang dibunuh secara brutal Ellison mencoba untuk mencari tahu apa yang terjadi dengan menonton video-video tersebut dan ketika ia mengetahui adanya keterlibatan kekuatan lain, ia menyadari bahwa keluarganya dalam bahaya",,"Kengerian, Cerita Seru, Misteri","[27, 53, 9648]",Scott Derrickson,"Ethan Hawke, Juliet Rylance, Vincent D'Onofrio, James Ransone, Fred Thompson","Automatik Entertainment, Blumhouse Productions, Alliance Films","Canada, United States of America",6.875,6022,8.1112,2012-03-29,2012,en,"Judul film Sinister. Genre film ini adalah Kengerian, Cerita Seru, Misteri. Ellison, seorang kriminal novelis mengalami kesulitan menemukan ide untuk buku terbarunya, akhirnya memutuskan untuk membawa keluarganya ke sebuah rumah dimana sebuah keluarga terbunuh di rumah tersebut. Ia menemukan kotak berisi video keluarga lain yang dibunuh secara brutal Ellison mencoba untuk mencari tahu apa yang terjadi dengan menonton video-video tersebut dan ketika ia mengetahui adanya keterlibatan kekuatan lain, ia menyadari bahwa keluarganya dalam bahaya Disutradarai oleh Scott Derrickson. Dibintangi oleh Ethan Hawke, Juliet Rylance, Vincent D'Onofrio, James Ransone, Fred Thompson. Diproduksi oleh Automatik Entertainment, Blumhouse Productions, Alliance Films. Negara produksi: Canada, United States of America.",105,63
